Paper title,Author(s),Date published,Link to paper
LLMs Can Defend Themselves Against Jailbreaking in a Practical Manner: A Vision Paper,"Daoyuan Wu, Shuai Wang, Yang Liu, Ning Liu",Feb 2024,https://arxiv.org/abs/2402.15727
Emulated Disalignment: Safety Alignment for Large Language Models May Backfire!,"Zhanhui Zhou, Jie Liu, Zhichen Dong, Jiaheng Liu, Chao Yang, Wanli Ouyang, Yu Qiao",Feb 2024,https://arxiv.org/abs/2402.12343
Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,"Wenkai Yang, Xiaohan Bi, Yankai Lin, Sishuo Chen, Jie Zhou, Xu Sun",Feb 2024,https://arxiv.org/abs/2402.11208
"Attacks, Defenses and Evaluations for LLM Conversation Safety: A Survey","Zhichen Dong, Zhanhui Zhou, Chao Yang, Jing Shao, Yu Qiao",Feb 2024,https://arxiv.org/abs/2402.09283
Studious Bob Fight Back Against Jailbreaking via Prompt Adversarial Tuning,"Yichuan Mo, Yuji Wang, Zeming Wei, Yisen Wang",Feb 2024,https://arxiv.org/abs/2402.06255
Computing Power and the Governance of AI,"Lennart Heim, Markus Anderljung, Emma Bluemke, Robert Trager",Feb 2024,https://www.governance.ai/post/computing-power-and-the-governance-of-ai
GenAI against humanity: nefarious applications of generative artificial intelligence and large language models,Emilio Ferrara,Feb 2024,https://link.springer.com/article/10.1007/s42001-024-00250-1
Do Large Language Models Latently Perform Multi-Hop Reasoning?,"Sohee Yang, Elena Gribovskaya, Nora Kassner, Mor Geva, Sebastian Riedel",Feb 2024,https://arxiv.org/pdf/2402.16837
Eight Methods to Evaluate Robust Unlearning in LLMs,"Aengus Lynch, Phillip Guo, Aidan Ewart, Stephen Casper, Dylan Hadfield-Menell",Feb 2024,https://arxiv.org/pdf/2402.16835
Increased Compute Efficiency and the Diffusion of AI Capabilities,"Konstantin Pilz, Lennart Heim, Nicholas Brown",Feb 2024,https://arxiv.org/pdf/2311.15377
LLMs with Chain-of-Thought Are Non-Causal Reasoners,"Guangsheng Bao, Hongbo Zhang, Linyi Yang, Cunxiang Wang, Yue Zhang",Feb 2024,https://arxiv.org/html/2402.16048v1
Towards Tracing Trustworthiness Dynamics: Revisiting Pre-training Period of Large Language Models,"Chen Qian, Jie Zhang, Wei Yao, Dongrui Liu, Zhenfei Yin, Yu Qiao, Yong Liu, Jing Shao",Feb 2024,https://arxiv.org/abs/2402.19465
Controllable Preference Optimization: Toward Controllable Multi-Objective Alignment,"Yiju Guo, Ganqu Cui, Lifan Yuan, Ning Ding, Zexu Sun, Bowen Sun, Huimin Chen, Ruobing Xie, Jie Zhou, Yankai Lin, Zhiyuan Liu, Maosong Sun",Feb 2024,https://arxiv.org/abs/2402.19085
Language Models Represent Beliefs of Self and Others,"Wentao Zhu, Zhining Zhang, Yizhou Wang",Feb 2024,https://arxiv.org/abs/2402.18496
"Exploring Multilingual Human Value Concepts in Large Language Models: Is Value Alignment Consistent, Transferable and Controllable across Languages?","Shaoyang Xu, Weilong Dong, Zishan Guo, Xinwei Wu, Deyi Xion",Feb 2024,https://arxiv.org/abs/2402.18120
"ShieldLM: Empowering LLMs as Aligned, Customizable and Explainable Safety Detectors","Zhexin Zhang, Yida Lu, Jingyuan Ma, Di Zhang, Rui Li, Pei Ke, Hao Sun, Lei Sha, Zhifang Sui, Hongning Wang, Minlie Huang",Feb 2024,https://arxiv.org/abs/2402.16444
Immunization against harmful fine-tuning attacks,"Domenic Rosati, Jan Wehner, Kai Williams, Lukasz Bartoszcze, Jan Batzner, Hassan Sajjad, Frank Rudzicz",Feb 2024,https://arxiv.org/abs/2402.16382
Can Watermarks Survive Translation? On the Cross-lingual Consistency of Text Watermark for Large Language Models,"Zhiwei He, Binglin Zhou, Hongkun Hao, Aiwei Liu, Xing Wang, Zhaopeng Tu, Zhuosheng Zhang, Rui Wang",Feb 2024,https://arxiv.org/abs/2402.14007
Identifying Semantic Induction Heads to Understand In-Context Learning,"Jie Ren, Qipeng Guo, Hang Yan, Dongrui Liu, Quanshi Zhang, Xipeng Qiu, Dahua Lin",Feb 2024,https://arxiv.org/abs/2402.13055
Incentive Compatibility for AI Alignment in Sociotechnical Systems: Positions and Prospects,"Zhaowei Zhang, Fengshuo Bai, Mingzhi Wang, Haoyang Ye, Chengdong Ma, Yaodong Yang",Feb 2024,https://arxiv.org/abs/2402.12907
Reformatted Alignment,"Run-Ze Fan, Xuefeng Li, Haoyang Zou, Junlong Li, Shwai He, Ethan Chern, Jiewen Hu, Pengfei Liu",Feb 2024,https://arxiv.org/abs/2402.12219
Dissecting Human and LLM Preferences,"Junlong Li, Fan Zhou, Shichao Sun, Yikai Zhang, Hai Zhao, Pengfei Liu",Feb 2024,https://arxiv.org/abs/2402.11296
CultureLLM: Incorporating Cultural Differences into Large Language Models,"Cheng Li, Mengzhou Chen, Jindong Wang, Sunayana Sitaram, Xing Xie",Feb 2024,https://arxiv.org/abs/2402.10946
ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,"Junjie Ye, Sixian Li, Guanyu Li, Caishuang Huang, Songyang Gao, Yilong Wu, Qi Zhang, Tao Gui, Xuanjing Huan",Feb 2024,https://arxiv.org/abs/2402.10753
Chain-of-Thought Reasoning Without Prompting,"Xuezhi Wang, Denny Zhou",Feb 2024,https://arxiv.org/abs/2402.10200
Rethinking Information Structures in RLHF: Reward Generalization from a Graph Theory Perspective,"Tianyi Qiu, Fanzhi Zeng, Jiaming Ji, Dong Yan, Kaile Wang, Jiayi Zhou, Yang Han, Josef Dai, Xuehai Pan, Yaodong Yang",Feb 2024,https://arxiv.org/abs/2402.10184
DoRA: Weight-Decomposed Low-Rank Adaptation,"Shih-Yang Liu, Chien-Yi Wang, Hongxu Yin, Pavlo Molchanov, Yu-Chiang Frank Wang, Kwang-Ting Cheng, Min-Hung Chen",Feb 2024,https://arxiv.org/abs/2402.09353
InfoRM: Mitigating Reward Hacking in RLHF via Information-Theoretic Reward Modeling,"Yuchun Miao, Sen Zhang, Liang Ding, Rong Bao, Lefei Zhang, Dacheng Tao",Feb 2024,https://arxiv.org/abs/2402.09345
Rethinking Machine Unlearning for Large Language Models,"Sijia Liu, Yuanshun Yao, Jinghan Jia, Stephen Casper, Nathalie Baracaldo, Peter Hase, Yuguang Yao, Chris Yuhao Liu, Xiaojun Xu, Hang Li, Kush R. Varshney, Mohit Bansal, Sanmi Koyejo, Yang Liu",Feb 2024,https://arxiv.org/abs/2402.08787
"Towards Unified Alignment Between Agents, Humans, and Environment","Zonghan Yang, An Liu, Zijun Liu, Kaiming Liu, Fangzhou Xiong, Yile Wang, Zeyuan Yang, Qingyuan Hu, Xinrui Chen, Zhenhe Zhang, Fuwen Luo, Zhicheng Guo, Peng Li, Yang Liu",Feb 2024,https://arxiv.org/abs/2402.07744
Secret Collusion among Generative AI Agents,"Sumeet Ramesh Motwani, Mikhail Baranchuk, Martin Strohmeier, Vijay Bolina, Philip H.S. Torr, Lewis Hammond, Christian Schroeder de Witt",Feb 2024,https://arxiv.org/abs/2402.07510
Self-Alignment of Large Language Models via Monopolylogue-based Social Scene Simulation,"Xianghe Pang, Shuo Tang, Rui Ye, Yuxin Xiong, Bolun Zhang, Yanfeng Wang, Siheng Chen",Feb 2024,https://arxiv.org/abs/2402.05699
SALAD-Bench: A Hierarchical and Comprehensive Safety Benchmark for Large Language Models,"Lijun Li, Bowen Dong, Ruohui Wang, Xuhao Hu, Wangmeng Zuo, Dahua Lin, Yu Qiao, Jing Shao",Feb 2024,https://arxiv.org/abs/2402.05044
Ten Hard Problems in Artificial Intelligence We Must Get Right,"Gavin Leech, Simson Garfinkel, Misha Yagudin, Alexander Briand, Aleksandr Zhuravlev",Feb 2024,https://arxiv.org/abs/2402.04464
HarmBench: A Standardized Evaluation Framework for Automated Red Teaming and Robust Refusal,"Mantas Mazeika, Long Phan, Xuwang Yin, Andy Zou, Zifan Wang, Norman Mu, Elham Sakhaee, Nathaniel Li, Steven Basart, Bo Li, David Forsyth, Dan Hendrycks",Feb 2024,https://arxiv.org/abs/2402.04249
Prioritizing Safeguarding Over Autonomy: Risks of LLM Agents for Science,"Xiangru Tang, Qiao Jin, Kunlun Zhu, Tongxin Yuan, Yichi Zhang, Wangchunshu Zhou, Meng Qu, Yilun Zhao, Jian Tang, Zhuosheng Zhang, Arman Cohan, Zhiyong Lu, Mark Gerstein",Feb 2024,https://arxiv.org/abs/2402.04247
Aligner: Achieving Efficient Alignment through Weak-to-Strong Correction,"Jiaming Ji, Boyuan Chen, Hantao Lou, Donghai Hong, Borong Zhang, Xuehai Pan, Juntao Dai, Tianyi Qiu, Yaodong Yang",Feb 2024,https://arxiv.org/abs/2402.02416
Panacea: Pareto Alignment via Preference Adaptation for LLMs,"Yifan Zhong, Chengdong Ma, Xiaoyuan Zhang, Ziran Yang, Haojun Chen, Qingfu Zhang, Siyuan Qi, Yaodong Yang",Feb 2024,https://arxiv.org/abs/2402.02030
On Catastrophic Inheritance of Large Foundation Models,"Hao Chen, Bhiksha Raj, Xing Xie, Jindong Wang",Feb 2024,https://arxiv.org/abs/2402.01909
"From GPT-4 to Gemini and Beyond: Assessing the Landscape of MLLMs on Generalizability, Trustworthiness and Causality through Four Modalities","Chaochao Lu, Chen Qian, Guodong Zheng, Hongxing Fan, Hongzhi Gao, Jie Zhang, Jing Shao, Jingyi Deng, Jinlan Fu, Kexin Huang, Kunchang Li, Lijun Li, Limin Wang, Lu Sheng, Meiqi Chen, Ming Zhang, Qibing Ren, Sirui Chen, Tao Gui, Wanli Ouyang, Yali Wang, Yan Teng, Yaru Wang, Yi Wang, Yinan He, Yingchun Wang, Yixu Wang, Yongting Zhang, Yu Qiao, Yujiong Shen, Yurong Mou, Yuxi Chen, Zaibin Zhang, Zhelun Shi, Zhenfei Yin, Zhipin Wang",Jan 2024,https://arxiv.org/abs/2401.15071
R-Judge: Benchmarking Safety Risk Awareness for LLM Agents,"Tongxin Yuan, Zhiwei He, Lingzhong Dong, Yiming Wang, Ruijie Zhao, Tian Xia, Lizhen Xu, Binglin Zhou, Fangqi Li, Zhuosheng Zhang, Rui Wang, Gongshen Liu",Jan 2024,https://arxiv.org/abs/2401.10019
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems","Tianyu Cui, Yanling Wang, Chuanpu Fu, Yong Xiao, Sijia Li, Xinhao Deng, Yunpeng Liu, Qinglin Zhang, Ziyi Qiu, Peiyang Li, Zhixing Tan, Junwu Xiong, Xinyu Kong, Zujie Wen, Ke Xu, Qi Li",Jan 2024,https://arxiv.org/abs/2401.05778
"Without Fundamental Advances, Misalignment and Catastrophe are the Default Outcomes of Training Powerful AI","Peter Barnett, Jeremy Gillen",Jan 2024,https://intelligence.org/wp-content/uploads/2024/12/Misalignment_and_Catastrophe.pdf
WARM: On the Benefits of Weight Averaged Reward Models,"Alexandre Rame, Nino Vieillard, Léonard Hussenot, Robert Dadashi, Geoffrey Cideron, Olivier Bachem, Johan Ferret",Jan 2024,https://arxiv.org/pdf/2401.12187
On Prompt-Driven Safeguarding for Large Language Models,"Chujie Zheng, Fan Yin, Hao Zhou, Fandong Meng, Jie Zhou, Kai-Wei Chang, Minlie Huang, Nanyun Peng",Jan 2024,https://arxiv.org/abs/2401.18018
A Cross-Language Investigation into Jailbreak Attacks in Large Language Models,"Jie Li, Yi Liu, Chongyang Liu, Ling Shi, Xiaoning Ren, Yaowen Zheng, Yang Liu, Yinxing Xue",Jan 2024,https://arxiv.org/abs/2401.16765
Visibility into AI Agents,"Alan Chan, Carson Ezell, Max Kaufmann, Kevin Wei, Lewis Hammond, Herbie Bradley, Emma Bluemke, Nitarshan Rajkumar, David Krueger, Noam Kolt, Lennart Heim, Markus Anderljung",Jan 2024,https://arxiv.org/abs/2401.13138
Red Teaming Visual Language Models,"Mukai Li, Lei Li, Yuwei Yin, Masood Ahmed, Zhenguang Liu, Qi Liu",Jan 2024,https://arxiv.org/abs/2401.12915
"PsySafe: A Comprehensive Framework for Psychological-based Attack, Defense, and Evaluation of Multi-agent System Safety","Zaibin Zhang, Yongting Zhang, Lijun Li, Hongzhi Gao, Lijun Wang, Huchuan Lu, Feng Zhao, Yu Qiao, Jing Shao",Jan 2024,https://arxiv.org/abs/2401.11880
Self-Rewarding Language Models,"Weizhe Yuan, Richard Yuanzhe Pang, Kyunghyun Cho, Xian Li, Sainbayar Sukhbaatar, Jing Xu, Jason Weston",Jan 2024,https://arxiv.org/abs/2401.10020
Human-Instruction-Free LLM Self-Alignment with Limited Samples,"Hongyi Guo, Yuanshun Yao, Wei Shen, Jiaheng Wei, Xiaoying Zhang, Zhaoran Wang, Yang Liu",Jan 2024,https://arxiv.org/abs/2401.06785
Sleeper Agents: Training Deceptive LLMs that Persist Through Safety Training,"Evan Hubinger, Carson Denison, Jesse Mu, Mike Lambert, Meg Tong, Monte MacDiarmid, Tamera Lanham, Daniel M. Ziegler, Tim Maxwell, Newton Cheng, Adam Jermyn, Amanda Askell, Ansh Radhakrishnan, Cem Anil, David Duvenaud, Deep Ganguli, Fazl Barez, Jack Clark, Kamal Ndousse, Kshitij Sachan, Michael Sellitto, Mrinank Sharma, Nova DasSarma, Roger Grosse, Shauna Kravec, Yuntao Bai, Zachary Witten, Marina Favaro, Jan Brauner, Holden Karnofsky, Paul Christiano, Samuel R. Bowman, Logan Graham, Jared Kaplan, Sören Mindermann, Ryan Greenblatt, Buck Shlegeris, Nicholas Schiefer, Ethan Perez",Jan 2024,https://arxiv.org/abs/2401.05566
Agent Alignment in Evolving Social Norms,"Shimin Li, Tianxiang Sun, Qinyuan Cheng, Xipeng Qiu",Jan 2024,https://arxiv.org/abs/2401.04620
Mixtral of Experts,"Albert Q. Jiang, Alexandre Sablayrolles, Antoine Roux, Arthur Mensch, Blanche Savary, Chris Bamford, Devendra Singh Chaplot, Diego de las Casas, Emma Bou Hanna, Florian Bressand, Gianna Lengyel, Guillaume Bour, Guillaume Lample, Lélio Renard Lavaud, Lucile Saulnier, Marie-Anne Lachaux, Pierre Stock, Sandeep Subramanian, Sophia Yang, Szymon Antoniak, Teven Le Scao, Théophile Gervet, Thibaut Lavril, Thomas Wang, Timothée Lacroix, William El Sayed",Jan 2024,https://arxiv.org/abs/2401.04088
GOAT-Bench: Safety Insights to Large Multimodal Models through Meme-Based Social Abuse,"Hongzhan Lin, Ziyang Luo, Bo Wang, Ruichao Yang, Jing Ma",Jan 2024,https://arxiv.org/abs/2401.01523
Considerations for Governing Open Foundation Models,"Rishi Bommasani, Sayash Kapoor, Kevin Klyman, Shayne Longpre, Ashwin Ramaswami, Daniel Zhang, Marietje Schaake, Daniel E. Ho, Arvind Narayanan, Percy Liang",Dec 2023,https://hai.stanford.edu/sites/default/files/2023-12/Governing-Open-Foundation-Models.pdf
Align on the Fly: Adapting Chatbot Behavior to Established Norms,"Chunpu Xu, Steffi Chern, Ethan Chern, Ge Zhang, Zekun Wang, Ruibo Liu, Jing Li, Jie Fu, Pengfei Liu",Dec 2023,https://arxiv.org/abs/2312.15907
Benchmarking and Defending Against Indirect Prompt Injection Attacks on Large Language Models,"Jingwei Yi, Yueqi Xie, Bin Zhu, Emre Kiciman, Guangzhong Sun, Xing Xie, Fangzhao Wu",Dec 2023,https://arxiv.org/abs/2312.14197
Weak-to-Strong Generalization: Eliciting Strong Capabilities With Weak Supervision,"Collin Burns, Pavel Izmailov, Jan Hendrik Kirchner, Bowen Baker, Leo Gao, Leopold Aschenbrenner, Yining Chen, Adrien Ecoffet, Manas Joglekar, Jan Leike, Ilya Sutskever, Jeff Wu",Dec 2023,https://arxiv.org/abs/2312.09390
A Survey of Text Watermarking in the Era of Large Language Models,"Aiwei Liu, Leyi Pan, Yijian Lu, Jingjing Li, Xuming Hu, Xi Zhang, Lijie Wen, Irwin King, Hui Xiong, Philip S. Yu",Dec 2023,https://arxiv.org/abs/2312.07913
On Diversified Preferences of Large Language Model Alignment,"Dun Zeng, Yong Dai, Pengyu Cheng, Longyue Wang, Tianhao Hu, Wanshun Chen, Nan Du, Zenglin Xu",Dec 2023,https://arxiv.org/abs/2312.07401
Alignment for Honesty,"Yuqing Yang, Ethan Chern, Xipeng Qiu, Graham Neubig, Pengfei Liu",Dec 2023,https://arxiv.org/abs/2312.07000
AI Control: Improving Safety Despite Intentional Subversion,"Ryan Greenblatt, Buck Shlegeris, Kshitij Sachan, Fabien Roger",Dec 2023,https://arxiv.org/abs/2312.06942
Control Risk for Potential Misuse of Artificial Intelligence in Science,"Jiyan He, Weitao Feng, Yaosen Min, Jingwei Yi, Kunsheng Tang, Shuai Li, Jie Zhang, Kejiang Chen, Wenbo Zhou, Xing Xie, Weiming Zhang, Nenghai Yu, Shuxin Zheng",Dec 2023,https://arxiv.org/abs/2312.06632
"Advanced AI Governance: A Literature Review of Problems, Options, and Proposals",Matthijs M. Maas,Nov 2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4629460
Mitigating Object Hallucinations in Large Vision-Language Models through Visual Contrastive Decoding,"Sicong Leng, Hang Zhang, Guanzheng Chen, Xin Li, Shijian Lu, Chunyan Miao, Lidong Bing",Nov 2023,https://arxiv.org/abs/2311.16922
CDEval: A Benchmark for Measuring the Cultural Dimensions of Large Language Models,"Yuhang Wang, Yanxu Zhu, Chao Kong, Shuyu Wei, Xiaoyuan Yi, Xing Xie, Jitao Sang",Nov 2023,https://arxiv.org/abs/2311.16421
On the Calibration of Large Language Models and Alignment,"Chiwei Zhu, Benfeng Xu, Quan Wang, Yongdong Zhang, Zhendong Mao",Nov 2023,https://arxiv.org/abs/2311.13240
White-Box Transformers via Sparse Rate Reduction: Compression Is All There Is?,"Yaodong Yu, Sam Buchanan, Druv Pai, Tianzhe Chu, Ziyang Wu, Shengbang Tong, Hao Bai, Yuexiang Zhai, Benjamin D. Haeffele, Yi Ma",Nov 2023,https://arxiv.org/abs/2311.13110
Evil Geniuses: Delving into the Safety of LLM-based Agents,"Yu Tian, Xiao Yang, Jingyuan Zhang, Yinpeng Dong, Hang Su",Nov 2023,https://arxiv.org/abs/2311.11855
Defending Large Language Models Against Jailbreaking Attacks Through Goal Prioritization,"Zhexin Zhang, Junxiao Yang, Pei Ke, Fei Mi, Hongning Wang, Minlie Huang",Nov 2023,https://arxiv.org/abs/2311.09096
Flames: Benchmarking Value Alignment of Chinese Large Language Models,"Kexin Huang, Xiangyang Liu, Qianyu Guo, Tianxiang Sun, Jiawei Sun, Yaru Wang, Zeyang Zhou, Yixu Wang, Yan Teng, Xipeng Qiu, Yingchun Wang, Dahua Lin",Nov 2023,https://arxiv.org/abs/2311.06899
Fake Alignment: Are LLMs Really Aligned Well?,"Yixu Wang, Yan Teng, Kexin Huang, Chengqi Lyu, Songyang Zhang, Wenwei Zhang, Xingjun Ma, Yu-Gang Jiang, Yu Qiao, Yingchun Wang",Nov 2023,https://arxiv.org/abs/2311.05915
FigStep: Jailbreaking Large Vision-language Models via Typographic Visual Prompts,"Yichen Gong, Delong Ran, Jinyuan Liu, Conglei Wang, Tianshuo Cong, Anyu Wang, Sisi Duan, Xiaoyun Wang",Nov 2023,https://arxiv.org/abs/2311.05608
"A Survey on Hallucination in Large Language Models: Principles, Taxonomy, Challenges, and Open Questions","Lei Huang, Weijiang Yu, Weitao Ma, Weihong Zhong, Zhangyin Feng, Haotian Wang, Qianglong Chen, Weihua Peng, Xiaocheng Feng, Bing Qin, Ting Liu",Nov 2023,https://arxiv.org/abs/2311.05232
Making Harmful Behaviors Unlearnable for Large Language Models,"Xin Zhou, Yi Lu, Ruotian Ma, Tao Gui, Qi Zhang, Xuanjing Huang",Nov 2023,https://arxiv.org/abs/2311.02105
JADE: A Linguistics-based Safety Evaluation Platform for LLM,"Mi Zhang, Xudong Pan, Min Yang",Nov 2023,https://arxiv.org/abs/2311.00286
Towards Monosemanticity: Decomposing Language Models With Dictionary Learning,"Trenton Bricken, Adly Templeton, Joshua Batson, Brian Chen, Adam Jermyn, Tom Conerly, Nicholas L Turner, Cem Anil, Carson Denison, Amanda Askell, Robert Lasenby, Yifan Wu, Shauna Kravec, Nicholas Schiefer, Tim Maxwell, Nicholas Joseph, Alex Tamkin, Karina Nguyen, Brayden McLean, Josiah E Burke, Tristan Hume, Shan Carter, Tom Henighan, Chris Olah",Oct 2023,https://transformer-circuits.pub/2023/monosemantic-features/index.html
An Overview of Catastrophic AI Risks,"Dan Hendrycks, Mantas Mazeika, Thomas Woodside",Oct 2023,https://arxiv.org/pdf/2306.12001
AI Alignment: A Comprehensive Survey,"Jiaming Ji, Tianyi Qiu, Boyuan Chen, Borong Zhang, Hantao Lou, Kaile Wang, Yawen Duan, Zhonghao He, Jiayi Zhou, Zhaowei Zhang, Fanzhi Zeng, Kwan Yee Ng, Juntao Dai, Xuehai Pan, Aidan O'Gara, Yingshan Lei, Hua Xu, Brian Tse, Jie Fu, Stephen McAleer, Yaodong Yang, Yizhou Wang, Song-Chun Zhu, Yike Guo, Wen Gao",Oct 2023,https://arxiv.org/abs/2310.19852
Evaluating Large Language Models: A Comprehensive Survey,"Zishan Guo, Renren Jin, Chuang Liu, Yufei Huang, Dan Shi, Supryadi, Linhao Yu, Yan Liu, Jiaxuan Li, Bojian Xiong, Deyi Xiong",Oct 2023,https://arxiv.org/abs/2310.19736
Preventing Language Models From Hiding Their Reasoning,"Fabien Roger, Ryan Greenblatt",Oct 2023,https://arxiv.org/abs/2310.18512
Unpacking the Ethical Value Alignment in Big Models,"Xiaoyuan Yi, Jing Yao, Xiting Wang, Xing Xie",Oct 2023,https://arxiv.org/abs/2310.17551
CycleAlign: Iterative Distillation from Black-box LLM to White-box Models for Better Human Alignment,"Jixiang Hong, Quan Tu, Changyu Chen, Xing Gao, Ji Zhang, Rui Yan",Oct 2023,https://arxiv.org/abs/2310.16271
Woodpecker: Hallucination Correction for Multimodal Large Language Models,"Shukang Yin, Chaoyou Fu, Sirui Zhao, Tong Xu, Hao Wang, Dianbo Sui, Yunhang Shen, Ke Li, Xing Sun, Enhong Chen",Oct 2023,https://arxiv.org/abs/2310.16045
Safe RLHF: Safe Reinforcement Learning from Human Feedback,"Josef Dai, Xuehai Pan, Ruiyang Sun, Jiaming Ji, Xinbo Xu, Mickel Liu, Yizhou Wang, Yaodong Yang",Oct 2023,https://arxiv.org/abs/2310.12773
Watermarking LLMs with Weight Quantization,"Linyang Li, Botian Jiang, Pengyu Wang, Ke Ren, Hang Yan, Xipeng Qiu",Oct 2023,https://arxiv.org/abs/2310.11237
RealBehavior: A Framework for Faithfully Characterizing Foundation Models' Human-like Behavior Mechanisms,"Enyu Zhou, Rui Zheng, Zhiheng Xi, Songyang Gao, Xiaoran Fan, Zichu Fei, Jingting Ye, Tao Gui, Qi Zhang, Xuanjing Huang",Oct 2023,https://arxiv.org/abs/2310.11227
Denevil: Towards Deciphering and Navigating the Ethical Values of Large Language Models via Instruction Learning,"Shitong Duan, Xiaoyuan Yi, Peng Zhang, Tun Lu, Xing Xie, Ning Gu",Oct 2023,https://arxiv.org/abs/2310.11053
Large Language Model Unlearning,"Yuanshun Yao, Xiaojun Xu, Yang Liu",Oct 2023,https://arxiv.org/abs/2310.10683
Gaining Wisdom from Setbacks: Aligning Large Language Models via Mistake Analysis,"Kai Chen, Chunwei Wang, Kuo Yang, Jianhua Han, Lanqing Hong, Fei Mi, Hang Xu, Zhengying Liu, Wenyong Huang, Zhenguo Li, Dit-Yan Yeung, Lifeng Shang, Xin Jiang, Qun Liu",Oct 2023,https://arxiv.org/abs/2310.10477
Multilingual Jailbreak Challenges in Large Language Models,"Yue Deng, Wenxuan Zhang, Sinno Jialin Pan, Lidong Bing",Oct 2023,https://arxiv.org/abs/2310.06474
Constructive Large Language Models Alignment with Diverse Feedback,"Tianshu Yu, Ting-En Lin, Yuchuan Wu, Min Yang, Fei Huang, Yongbin Li",Oct 2023,https://arxiv.org/abs/2310.06450
Jailbreak and Guard Aligned Language Models with Only Few In-Context Demonstrations,"Zeming Wei, Yifei Wang, Ang Li, Yichuan Mo, Yisen Wang",Oct 2023,https://arxiv.org/abs/2310.06387
SC-Safety：A Multi-round Adversarial Safety Benchmark for Large Language Model in Chinese,"Liang Xu, Kangkang Zhao, Lei Zhu, Hang Xue",Oct 2023,https://arxiv.org/abs/2310.05818
Fast-DetectGPT: Efficient Zero-Shot Detection of Machine-Generated Text via Conditional Probability Curvature,"Guangsheng Bao, Yanbin Zhao, Zhiyang Teng, Linyi Yang, Yue Zhang",Oct 2023,https://arxiv.org/abs/2310.05130
A Long Way to Go: Investigating Length Correlations in RLHF,"Prasann Singhal, Tanya Goyal, Jiacheng Xu, Greg Durrett",Oct 2023,https://arxiv.org/abs/2310.03716
Beyond One-Preference-Fits-All Alignment: Multi-Objective Direct Preference Optimization,"Zhanhui Zhou, Jie Liu, Jing Shao, Xiangyu Yue, Chao Yang, Wanli Ouyang, Yu Qia",Oct 2023,https://arxiv.org/abs/2310.03708
Shadow Alignment: The Ease of Subverting Safely-Aligned Language Models,"Xianjun Yang, Xiao Wang, Qi Zhang, Linda Petzold, William Yang Wang, Xun Zhao, Dahua Lin",Oct 2023,https://arxiv.org/abs/2310.02949
Representation Engineering: A Top-Down Approach to AI Transparency,"Andy Zou, Long Phan, Sarah Chen, James Campbell, Phillip Guo, Richard Ren, Alexander Pan, Xuwang Yin, Mantas Mazeika, Ann-Kathrin Dombrowski, Shashwat Goel, Nathaniel Li, Michael J. Byun, Zifan Wang, Alex Mallen, Steven Basart, Sanmi Koyejo, Dawn Song, Matt Fredrikson, J. Zico Kolter, Dan Hendrycks",Oct 2023,https://arxiv.org/abs/2310.01405
Who is ChatGPT? Benchmarking LLMs' Psychological Portrayal Using PsychoBench,"Jen-tse Huang, Wenxuan Wang, Eric John Li, Man Ho Lam, Shujie Ren, Youliang Yuan, Wenxiang Jiao, Zhaopeng Tu, Michael R. Lyu",Oct 2023,https://arxiv.org/abs/2310.01386
Not All Languages Are Created Equal in LLMs: Improving Multilingual Capability by Cross-Lingual-Thought Prompting,"Haoyang Huang, Tianyi Tang, Dongdong Zhang, Wayne Xin Zhao, Ting Song, Yan Xia, Furu Wei",Oct 2023,https://arxiv.org/abs/2305.07004
Open-Sourcing Highly Capable Foundation Models,"Elizabeth Seger, Noemi Dreksler, Richard Moulange, Emily Dardaman, Jonas Schuett, K. Wei, Christoph Winter, Mackenzie Arnold, Seán Ó hÉigeartaigh, Anton Korinek, Markus Anderljung, Ben Bucknall, Alan Chan, Eoghan Sta!ord, Leonie Koessler, Aviv Ovadya, Ben Garfinkel, Emma Bluemke, Michael Aird, Patrick Levermore, Julian Hazell, Abhishek Gupta",Sep 2023,https://cdn.governance.ai/Open-Sourcing_Highly_Capable_Foundation_Models_2023_GovAI.pdf
Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback,"Stephen Casper, Xander Davies, Claudia Shi, Thomas Krendl Gilbert, Javier Rando, Rachel Freedman, Tomasz Korbak, David Lindner, Pedro Freire, Tony Wang, Samuel Marks, Charbel-Raphaël Segerie, Micah Carroll, Andi Peng, Phillip Christoffersen, Mehul Damani, Stewart Slocum, Usman Anwar, Anand Siththaranjan, Max Nadeau, Eric J. Michaud, Jacob Pfau, Dmitrii Krasheninnikov, Xin Chen, Lauro Langosco, Peter Hase, Erdem Bıyık, Anca Dragan, David Krueger, Dorsa Sadigh, Dylan Hadfield-Menell",Sep 2023,https://arxiv.org/pdf/2307.15217
Robust Feature-Level Adversaries are Interpretability Tools,"Stephen Casper, Max Nadeau, Dylan Hadfield-Menell, Gabriel Kreiman",Sep 2023,https://arxiv.org/pdf/2110.03605
